藍本駅,アイモト,西日本旅客鉄道福知山線,
姶良駅,アイラ,,
アイランド北口駅,アイランドキタグチ,,
アイランドセンター駅,アイランドセンター,,
粟生駅,アオ,,
青井駅,アオイ,,
青井岳駅,アオイダケ,,
粟生津駅,アオウヅ,,
青倉駅,アオクラ,,
青笹駅,アオザサ,,
青島駅,アオシマ,,
青塚駅,アオツカ,,
青砥駅,アオト,,
青沼駅,アオヌマ,,
青野ケ原駅,アオノガハラ,,
青郷駅,アオノゴウ,,
青野山駅,アオノヤマ,,
青葉駅,アオバ,,
青葉台駅,アオバダイ,,
あおば通駅,アオバドオリ,,
青葉通一番町駅,アオバドオリイチバンチョウ,,
青葉山駅,アオバヤマ,,
青原駅,アオハラ,,
青部駅,アオベ,,
青堀駅,アオホリ,,
青海駅,アオミ,ゆりかもめ東京臨海新交通臨海線 東京都,
青物横丁駅,アオモノヨコチョウ,,
青森駅,アオモリ,,
青谷駅,アオヤ,,
青柳駅,アオヤギ,,
青柳町停留場,アオヤギチョウ,,
青山駅,アオヤマ,名古屋鉄道河和線 愛知県,
青山駅,アオヤマ,いわて銀河鉄道線 岩手県,
青山駅,アオヤマ,東日本旅客鉄道越後線 新潟県,
青山一丁目駅,アオヤマイッチョウメ,,
青山町駅,アオヤマチョウ,,
赤駅,アカ,,
赤井駅,アカイ,,
赤井川駅,アカイガワ,,
赤池駅,アカイケ,長良川鉄道越美南線 岐阜県,
赤池駅,アカイケ,名古屋鉄道豊田線 愛知県,
赤池駅,アカイケ,平成筑豊鉄道伊田線 福岡県,
赤岩駅,アカイワ,,
赤岩口停留場,アカイワグチ,,
あかおか駅,アカオカ,,
赤川駅,アカガワ,,
赤木駅,アカギ,東海旅客鉄道飯田線,
赤城駅,アカギ,上毛電気鉄道上毛線,
赤倉温泉駅,アカクラオンセン,,
赤坂駅,アカサカ,上毛電気鉄道上毛線 群馬県,
赤坂駅,アカサカ,東京地下鉄千代田線 東京都,
赤坂駅,アカサカ,富士急行大月線 山梨県,
赤坂駅,アカサカ,福岡市地下鉄空港線 福岡県,
赤坂上駅,アカサカウエ,,
赤坂田駅,アカサカタ,,
赤坂見附駅,アカサカミツケ,,
赤碕駅,アカサキ,西日本旅客鉄道山陰本線,
赤崎駅,アカサキ,岩手開発鉄道赤崎線,
赤迫停留場,アカサコ,,
明石駅,アカシ,,
明科駅,アカシナ,,
赤瀬駅,アカセ,,
県駅,アガタ,,
あかぢ駅,アカヂ,,
赤塚駅,アカツカ,東日本旅客鉄道常磐線,
明塚駅,アカツカ,西日本旅客鉄道三江線,
暁学園前駅,アカツキガクエンマエ,,
赤土小学校前駅,アカドショウガッコウマエ,,
赤野駅,アカノ,,
吾野駅,アガノ,,
赤羽駅,アカバネ,,
赤羽岩淵駅,アカバネイワブチ,,
赤羽橋駅,アカバネバシ,,
赤平駅,アカビラ,,
赤渕駅,アカブチ,,
英賀保駅,アガホ,,
赤星駅,アカボシ,,
赤堀駅,アカホリ,,
赤間駅,アカマ,,
赤水駅,アカミズ,,
赤嶺駅,アカミネ,,
赤目口駅,アカメグチ,,
赤湯駅,アカユ,,
上道駅,アガリミチ,西日本旅客鉄道境線 鳥取県,
阿川駅,アガワ,,
安芸駅,アキ,,
阿木駅,アギ,,
安芸阿賀駅,アキアガ,,
秋川駅,アキガワ,,
安芸川尻駅,アキカワジリ,,
安芸幸崎駅,アキサイザキ,,
昭島駅,アキシマ,,
秋田駅,アキタ,,
秋田貨物駅,アキタカモツ,,
秋田北港駅,アキタキタコウ,,
秋田港駅,アキタコウ,,
あきた白神駅,アキタシラカミ,,
秋津駅,アキツ,西武鉄道池袋線,
安芸津駅,アキツ,西日本旅客鉄道呉線,
安芸長束駅,アキナガツカ,,
安芸中野駅,アキナカノ,,
安芸長浜駅,アキナガハマ,,
秋葉原駅,アキハバラ,,
安芸矢口駅,アキヤグチ,,
秋山駅,アキヤマ,,
鮎喰駅,アクイ,,
阿久比駅,アグイ,,
阿久根駅,アクネ,,
阿倉川駅,アクラガワ,,
上ゲ駅,アゲ,,
上尾駅,アゲオ,,
阿下喜駅,アゲキ,,
明智駅,アケチ,名古屋鉄道広見線 岐阜県可児市,
明智駅,アケチ,明知鉄道明知線 岐阜県恵那市,
明智平駅,アケチダイラ,,
明戸駅,アケト,,
明野駅,アケノ,,
曙町停留場,アケボノチョウ,,
曙町東町停留場,アケボノチョウヒガシマチ,,
曙橋駅,アケボノバシ,,
上松駅,アゲマツ,,
安子ケ島駅,アコガシマ,,
阿漕駅,アコギ,,
厚狭駅,アサ,,
朝霞駅,アサカ,東武東上本線,
浅香駅,アサカ,西日本旅客鉄道阪和線,
朝霞台駅,アサカダイ,,
安積永盛駅,アサカナガモリ,,
阿佐ケ谷駅,アサガヤ,,
浅香山駅,アサカヤマ,,
浅川駅,アサカワ,,
あさぎり駅,アサギリ,くま川鉄道湯前線,
朝霧駅,アサギリ,西日本旅客鉄道山陽本線,
浅草駅,アサクサ,東武伊勢崎線,
浅草駅,アサクサ,首都圏新都市鉄道 首都圏新都市鉄道,
浅草橋駅,アサクサバシ,,
朝倉駅,アサクラ,名古屋鉄道常滑線 愛知県,
朝倉駅,アサクラ,四国旅客鉄道土讃線 高知県,
朝倉停留場,アサクラ,とさでん交通伊野線,
朝倉駅前停留場,アサクラエキマエ,,
朝倉街道駅,アサクラガイドウ,,
朝倉神社前停留場,アサクラジンジャマエ,,
朝地駅,アサジ,,
朝潮橋駅,アサシオバシ,,
安里駅,アサト,,
朝菜町駅,アサナマチ,,
浅海駅,アサナミ,,
浅野駅,アサノ,,
旭駅,アサヒ,東日本旅客鉄道総武本線 千葉県,
旭駅,アサヒ,四国旅客鉄道土讃線 高知県,
朝日駅,アサヒ,東海旅客鉄道関西本線,
朝陽駅,アサヒ,長野電鉄長野線,
旭駅前通停留場,アサヒエキマエドオリ,,
朝日大塚駅,アサヒオオツカ,,
旭ヶ丘駅,アサヒガオカ,仙台市地下鉄南北線 宮城県,
旭ヶ丘停留場,アサヒガオカ,万葉線高岡軌道線,
旭ケ丘駅,アサヒガオカ,九州旅客鉄道日豊本線 宮崎県,
朝日ヶ丘駅,アサヒガオカ,一畑電気鉄道北松江線,
旭川駅,アサヒカワ,,
旭川四条駅,アサヒカワヨジョウ,,
朝日通停留場,アサヒドオリ,,
朝日野駅,アサヒノ,,
旭橋駅,アサヒバシ,,
旭前駅,アサヒマエ,,
旭町一丁目停留場,アサヒマチイッチョウメ,,
旭町三丁目停留場,アサヒマチサンチョウメ,,
麻生駅,アサブ,,
麻布十番駅,アザブジュウバン,,
朝熊駅,アサマ,,
阿左美駅,アザミ,,
あざみ野駅,アザミノ,,
浅海井駅,アザムイ,,
浅虫温泉駅,アサムシオンセン,,
朝里駅,アサリ,北海道旅客鉄道函館本線,
浅利駅,アサリ,西日本旅客鉄道山陰本線,
足尾駅,アシオ,,
味岡駅,アジオカ,,
阿字ヶ浦駅,アジガウラ,,
足利駅,アシカガ,,
足利市駅,アシカガシ,,
芦ヶ久保駅,アシガクボ,,
鰺ケ沢駅,アジガサワ,,
海鹿島駅,アシカジマ,,
足ケ瀬駅,アシガセ,,
足柄駅,アシガラ,小田急小田原線 神奈川県,
足柄駅,アシガラ,東海旅客鉄道御殿場線 静岡県,
芦川駅,アシガワ,,
安治川口駅,アジカワグチ,,
安食駅,アジキ,,
味坂駅,アジサカ,,
芦沢駅,アシサワ,,
阿知須駅,アジス,,
足滝駅,アシダキ,,
足立駅,アシダチ,,
阿品駅,アジナ,,
阿品東駅,アジナヒガシ,,
芦野公園駅,アシノコウエン,,
芦ノ牧温泉駅,アシノマキオンセン,,
芦ノ牧温泉南駅,アシノマキオンセンミナミ,,
芦原駅,アシハラ,,
芦原町駅,アシハラチョウ,,
芦原橋駅,アシハラバシ,,
芦別駅,アシベツ,,
味鋺駅,アジマ,,
足守駅,アシモリ,,
芦屋駅,アシヤ,阪神本線 阪神,
芦屋駅,アシヤ,西日本旅客鉄道東海道本線 JR西日本,
芦屋川駅,アシヤガワ,,
味美駅,アジヨシ,名古屋鉄道小牧線 名鉄,
味美駅,アジヨシ,東海交通事業城北線 東海交通事業,
網代駅,アジロ,,
飛鳥駅,アスカ,,
飛鳥山停留場,アスカヤマ,,
梓橋駅,アズサバシ,,
あすなろう四日市駅,アスナロウヨッカイチ,,
東田停留場,アズマダ,,
東田坂上停留場,アズマダサカウエ,,
安曇追分駅,アズミオイワケ,,
安曇沓掛駅,アズミクツカケ,,
アスモ前駅,アスモマエ,,
足羽駅,アスワ,,
足羽山公園口駅,アスワヤマコウエングチ,,
安栖里駅,アセリ,,
阿曽駅,アソ,東海旅客鉄道紀勢本線,
阿蘇駅,アソ,九州旅客鉄道豊肥本線,
吾桑駅,アソウ,,
浅水駅,アソウズ,,
薊野駅,アゾウノ,,
阿蘇下田城ふれあい温泉駅,アソシモダジョウフレアイオンセン,,
阿蘇白川駅,アソシラカワ,,
愛宕駅,アタゴ,東日本旅客鉄道東北本線 宮城県,
愛宕駅,アタゴ,東武野田線 千葉県,
愛宕橋駅,アタゴバシ,,
新鹿駅,アタシカ,,
安達駅,アダチ,,
足立小台駅,アダチオダイ,,
熱海駅,アタミ,,
阿田和駅,アタワ,,
厚保駅,アツ,,
厚賀駅,アツガ,,
厚木駅,アツギ,,
厚岸駅,アッケシ,,
朝来駅,アッソ,,
熱田駅,アツタ,,
安土駅,アヅチ,,
厚床駅,アットコ,,
厚内駅,アツナイ,,
安比高原駅,アッピコウゲン,,
厚別駅,アツベツ,,
吾妻駅,アヅマ,,
あつみ温泉駅,アツミオンセン,,
左沢駅,アテラザワ,,
安登駅,アト,,
安曇川駅,アドガワ,,
穴川駅,アナガワ,千葉都市モノレール2号線 千葉県,
穴川駅,アナガワ,近鉄志摩線 三重県,
穴内駅,アナナイ,,
穴吹駅,アナブキ,,
穴部駅,アナベ,,
穴水駅,アナミズ,,
穴守稲荷駅,アナモリイナリ,,
穴山駅,アナヤマ,,
阿南駅,アナン,,
阿仁合駅,アニアイ,,
兄畑駅,アニハタ,,
阿仁前田駅,アニマエダ,,
阿仁マタギ駅,アニマタギ,,
姉ケ崎駅,アネガサキ,,
姉別駅,アネベツ,,
穴太駅,アノウ,三岐鉄道北勢線 三重県,
穴太駅,アノオ,京阪石山坂本線 滋賀県,
穴生駅,アノオ,筑豊電気鉄道,
網走駅,アバシリ,,
網引駅,アビキ,,
我孫子駅,アビコ,東日本旅客鉄道常磐線 千葉県,
我孫子駅,アビコ,大阪市営地下鉄御堂筋線 大阪府,
我孫子町駅,アビコチョウ,,
我孫子前駅,アビコマエ,,
我孫子道停留場,アビコミチ,,
安比奈駅,アヒナ,休止中,
安平駅,アビラ,,
あぶくま駅,アブクマ,,
アプトいちしろ駅,アプトイチシロ,,
油川駅,アブラカワ,,
油津駅,アブラツ,,
油田駅,アブラデン,,
油日駅,アブラヒ,,
阿夫利神社駅,アフリジンジャ,,
阿分駅,アフン,,
安部駅,アベ,,
安倍川駅,アベカワ,,
阿倍野駅,アベノ,,
安部山公園駅,アベヤマコウエン,,
阿母崎駅,アボザキ,,
網干駅,アボシ,,
海士有木駅,アマアリキ,,
尼ヶ坂駅,アマガサカ,,
尼崎駅,アマガサキ,西日本旅客鉄道東海道本線 JR西日本,
尼崎駅,アマガサキ,阪神本線 阪神,
尼崎センタープール前駅,アマガサキセンタープールマエ,,
天ケ瀬駅,アマガセ,,
尼ヶ辻駅,アマガツジ,,
甘木駅,アマギ,,
尼子駅,アマゴ,,
甘地駅,アマジ,,
天津駅,アマツ,,
天橋立駅,アマノハシダテ,,
雨晴駅,アマハラシ,,
天見駅,アマミ,,
あまや駅,アマヤ,,
余子駅,アマリコ,,
餘部駅,アマルベ,,
余目駅,アマルメ,,
網野駅,アミノ,,
安茂里駅,アモリ,,
綾織駅,アヤオリ,,
綾川駅,アヤガワ,,
愛子駅,アヤシ,,
綾瀬駅,アヤセ,,
綾ノ町停留場,アヤノチョウ,,
綾部駅,アヤベ,,
菖蒲池駅,アヤメイケ,,
あやめ公園駅,アヤメコウエン,,
綾羅木駅,アヤラギ,,
鮎貝駅,アユカイ,,
鮎川駅,アユカワ,,
新井駅,アライ,えちごトキめき鉄道妙高はねうまライン 新潟県,
荒井駅,アライ,仙台市地下鉄東西線 宮城県,
荒井駅,アライ,山陽電気鉄道本線 兵庫県,
新井宿駅,アライジュク,,
新居町駅,アライマチ,,
新井薬師前駅,アライヤクシマエ,,
荒尾駅,アラオ,東海旅客鉄道東海道本線 岐阜県,
荒尾駅,アラオ,九州旅客鉄道鹿児島本線 熊本県,
荒河かしの木台駅,アラガカシノキダイ,,
荒川一中前停留場,アラカワイッチュウマエ,,
荒川沖駅,アラカワオキ,,
荒川区役所前停留場,アラカワクヤクショマエ,,
荒川車庫前停留場,アラカワシャコマエ,,
荒川七丁目停留場,アラカワナナチョウメ,,
荒川二丁目停留場,アラカワニチョウメ,,
荒川遊園地前停留場,アラカワユウエンチマエ,,
新木駅,アラキ,東日本旅客鉄道成田線,
荒木駅,アラキ,九州旅客鉄道鹿児島本線,
荒子駅,アラコ,,
荒子川公園駅,アラコガワコウエン,,
荒島駅,アラシマ,,
嵐山駅,アラシヤマ,阪急嵐山線 阪急,
嵐山駅,アラシヤマ,京福電気鉄道嵐山本線 京福電気鉄道,
荒瀬駅,アラセ,,
新野駅,アラタノ,四国旅客鉄道牟岐線 徳島県,
荒田八幡停留場,アラタハチマン,,
新瑞橋駅,アラタマバシ,,
荒砥駅,アラト,,
荒畑駅,アラハタ,,
荒浜駅,アラハマ,,
荒町停留場,アラマチ,,
荒本駅,アラモト,,
新屋駅,アラヤ,東日本旅客鉄道羽越本線 秋田県,
新屋駅,アラヤ,上毛電気鉄道上毛線 群馬県,
荒屋新町駅,アラヤシンマチ,,
荒谷前駅,アラヤマエ,,
有明駅,アリアケ,ゆりかもめ東京臨海新交通臨海線 東京都,
有明駅,アリアケ,東日本旅客鉄道大糸線 長野県,
有明テニスの森駅,アリアケテニスノモリ,,
有井駅,アリイ,,
有井川駅,アリイガワ,,
有岡駅,アリオカ,,
有壁駅,アリカベ,,
有佐駅,アリサ,,
有栖川駅,アリスガワ,,
有田駅,アリタ,,
有戸駅,アリト,,
有畑駅,アリハタ,,
有馬温泉駅,アリマオンセン,,
有間川駅,アリマガワ,,
有馬口駅,アリマグチ,,
有松駅,アリマツ,,
有峰口駅,アリミネグチ,,
在良駅,アリヨシ,,
安和駅,アワ,,
阿波赤石駅,アワアカイシ,,
安房天津駅,アワアマツ,,
粟井駅,アワイ,,
阿波池田駅,アワイケダ,,
阿波大谷駅,アワオオタニ,,
阿波大宮駅,アワオオミヤ,,
阿波海南駅,アワカイナン,,
粟ヶ崎駅,アワガサキ,,
安房勝山駅,アワカツヤマ,,
阿波加茂駅,アワカモ,,
安房鴨川駅,アワカモガワ,,
阿波川口駅,アワカワグチ,,
阿波川島駅,アワカワシマ,,
阿波川端駅,アワカワバタ,,
あわくら温泉駅,アワクラオンセン,,
安房小湊駅,アワコミナト,,
阿波座駅,アワザ,,
淡路駅,アワジ,,
淡路町駅,アワジチョウ,,
粟島[大阪屋ショップ前]駅,アワジマオオサカヤショップマエ,,
阿波橘駅,アワタチバナ,,
粟津駅,アワヅ,西日本旅客鉄道北陸本線 石川県,
粟津駅,アワヅ,京阪石山坂本線 滋賀県,
阿波富田駅,アワトミダ,,
阿波中島駅,アワナカシマ,,
粟野駅,アワノ,,
阿波半田駅,アワハンダ,,
阿波福井駅,アワフクイ,,
粟屋駅,アワヤ,,
阿波山川駅,アワヤマカワ,,
芦原温泉駅,アワラオンセン,,
あわら湯のまち駅,アワラユノマチ,,
安城駅,アンジョウ,,
安針塚駅,アンジンヅカ,,
安善駅,アンゼン,,
安足間駅,アンタロマ,,
安堂駅,アンドウ,,
安中駅,アンナカ,,
安中榛名駅,アンナカハルナ,,
安立町停留場,アンリュウマチ,,
飯井駅,イイ,,
飯岡駅,イイオカ,,
飯倉駅,イイグラ,,
飯坂温泉駅,イイザカオンセン,,
飯島駅,イイジマ,,
飯田駅,イイダ,,
飯田岡駅,イイダオカ,,
飯田橋駅,イイダバシ,,
飯塚駅,イイヅカ,,
飯詰駅,イイヅメ,,
飯沼駅,イイヌマ,,
飯浦駅,イイノウラ,,
飯羽間駅,イイバマ,,
飯森駅,イイモリ,,
飯山駅,イイヤマ,,
家城駅,イエキ,,
家地川駅,イエヂガワ,,
家中駅,イエナカ,,
家久駅,イエヒサ,,
家山駅,イエヤマ,,
医王寺前駅,イオウジマエ,,
伊尾木駅,イオキ,,
井荻駅,イオギ,,
伊賀駅,イガ,,
伊賀上野駅,イガウエノ,,
伊香牛駅,イカウシ,,
伊賀神戸駅,イガカンベ,,
伊賀上津駅,イガコウヅ,,
五十崎駅,イカザキ,,
五十島駅,イガシマ,,
伊上駅,イガミ,,
伊賀屋駅,イガヤ,,
碇ケ関駅,イカリガセキ,,
井川駅,イカワ,,
井川さくら駅,イカワサクラ,,
伊賀和志駅,イカワシ,,
伊川谷駅,イカワダニ,,
一貴山駅,イキサン,,
軍畑駅,イクサバタ,,
生地駅,イクジ,,
生田駅,イクタ,小田急小田原線 神奈川県,
生田原駅,イクタハラ,,
幾寅駅,イクトラ,,
生野駅,イクノ,北海道旅客鉄道石北本線 北海道,
生野駅,イクノ,西日本旅客鉄道播但線 兵庫県,
生野屋駅,イクノヤ,,
居組駅,イグミ,,
井倉駅,イクラ,,
池上駅,イケガミ,,
池下駅,イケシタ,,
池尻駅,イケジリ,,
池尻大橋駅,イケジリオオハシ,,
池田駅,イケダ,北海道旅客鉄道根室本線 北海道,
池田駅,イケダ,阪急宝塚線 大阪府,
池田駅,イケダ,熊本電気鉄道菊池線 熊本県,
池田園駅,イケダエン,,
池月駅,イケヅキ,,
池野駅,イケノ,,
池ノ上駅,イケノウエ,,
池の浦駅,イケノウラ,,
池の浦シーサイド駅,イケノウラシーサイド,臨時,
池谷駅,イケノタニ,,
池戸駅,イケノベ,,
池場駅,イケバ,,
池袋駅,イケブクロ,,
池部駅,イケベ,,
いこいの広場駅,イコイノヒロバ,,
いこいの村駅,イコイノムラ,,
生駒駅,イコマ,,
生駒山上駅,イコマサンジョウ,,
石原駅,イサ,西日本旅客鉄道山陰本線 京都府,
井細田駅,イサイダ,,
諫早駅,イサハヤ,,
諫早東高校前駅,イサハヤヒガシコウコウマエ,,
伊佐領駅,イサリョウ,,
石和温泉駅,イサワオンセン,,
石井駅,イシイ,智頭急行智頭線 兵庫県,
石井駅,イシイ,四国旅客鉄道徳島線 徳島県,
石打駅,イシウチ,,
石打ダム駅,イシウチダム,,
石岡駅,イシオカ,,
石蟹駅,イシガ,,
石垣駅,イシカキ,,
石上駅,イシガミ,,
石神前駅,イシガミマエ,,
石狩金沢駅,イシカリカナザワ,,
石狩月形駅,イシカリツキガタ,,
石狩当別駅,イシカリトウベツ,,
石狩沼田駅,イシカリヌマタ,,
石狩太美駅,イシカリフトミ,,
石川駅,イシカワ,東日本旅客鉄道奥羽本線 JR東日本,
石川駅,イシカワ,弘南鉄道大鰐線 弘南鉄道,
石川台駅,イシカワダイ,,
石川町駅,イシカワチョウ,,
石川プール前駅,イシカワプールマエ,,
石切駅,イシキリ,,
石倉駅,イシクラ,,
石下駅,イシゲ,,
石越駅,イシコシ,,
石才駅,イシザイ,,
石地駅,イシジ,,
石田駅,イシダ,京都市交通局東西線 京都府,
石田駅,イシダ,九州旅客鉄道日田彦山線 福岡県,
石津駅,イシヅ,養老鉄道養老線,
石津停留場,イシヅ,阪堺電気軌道阪堺線,
石津川駅,イシヅガワ,,
石津北停留場,イシヅキタ,,
石鎚山駅,イシヅチヤマ,,
石手川公園駅,イシテガワコウエン,,
石鳥谷駅,イシドリヤ,,
石巻駅,イシノマキ,,
石巻あゆみ野駅,イシノマキアユミノ,,
石巻港駅,イシノマキコウ,,
石場駅,イシバ,,
石橋駅,イシバシ,東日本旅客鉄道東北本線 栃木県,
石橋駅,イシバシ,阪急宝塚本線 大阪府,
石橋停留場,イシバシ,長崎電気軌道大浦支線,
石浜駅,イシハマ,,
石原町駅,イシハラマチ,,
石部駅,イシベ,,
石仏駅,イシボトケ,,
石谷駅,イシヤ,,
石屋川駅,イシヤガワ,,
石山駅,イシヤマ,,
石山寺駅,イシヤマデラ,,
石山通停留場,イシヤマドオリ,,
伊集院駅,イジュウイン,,
井尻駅,イジリ,,
石原駅,イシワラ,秩父鉄道秩父本線 埼玉県,
一身田駅,イシンデン,,
伊豆熱川駅,イズアタガワ,,
伊豆稲取駅,イズイナトリ,,
いずえ駅,イズエ,,
伊豆大川駅,イズオオカワ,,
伊豆急下田駅,イズキュウシモダ,,
伊豆高原駅,イズコウゲン,,
五十鈴ヶ丘駅,イスズガオカ,,
五十鈴川駅,イスズガワ,,
伊豆多賀駅,イズタガ,,
伊豆長岡駅,イズナガオカ,,
伊豆仁田駅,イズニッタ,,
伊豆北川駅,イズホッカワ,,
泉駅,イズミ,東日本旅客鉄道常磐線 福島県いわき市,
泉駅,イズミ,福島交通飯坂線 福島市,
出水駅,イズミ,九州旅客鉄道九州新幹線,
泉大津駅,イズミオオツ,,
和泉大宮駅,イズミオオミヤ,,
泉ケ丘駅,イズミガオカ,,
泉郷駅,イズミゴウ,,
泉崎駅,イズミザキ,,
泉佐野駅,イズミサノ,,
泉沢駅,イズミサワ,,
和泉砂川駅,イズミスナガワ,,
泉田駅,イズミタ,,
泉体育館駅,イズミタイイクカン,,
和泉多摩川駅,イズミタマガワ,,
いずみ中央駅,イズミチュウオウ,相模鉄道いずみ野線,
泉中央駅,イズミチュウオウ,仙台市地下鉄南北線,
和泉中央駅,イズミチュウオウ,泉北高速鉄道線,
和泉鳥取駅,イズミトットリ,,
いずみ野駅,イズミノ,,
和泉橋本駅,イズミハシモト,,
和泉府中駅,イズミフチュウ,,
出目駅,イズメ,,
出雲科学館パークタウン前駅,イズモカガクカンパークタウンマエ,,
出雲坂根駅,イズモサカネ,,
出雲崎駅,イズモザキ,,
出雲市駅,イズモシ,,
出雲神西駅,イズモジンザイ,,
出雲大社前駅,イズモタイシャマエ,,
出雲大東駅,イズモダイトウ,,
出雲三成駅,イズモミナリ,,
出雲八代駅,イズモヤシロ,,
出雲横田駅,イズモヨコタ,,
石動駅,イスルギ,,
出馬駅,イズンマ,,
伊勢朝日駅,イセアサヒ,,
伊勢石橋駅,イセイシバシ,,
伊勢上野駅,イセウエノ,,
伊勢大井駅,イセオオイ,,
伊勢奥津駅,イセオキツ,,
伊勢柏崎駅,イセカシワザキ,,
伊勢鎌倉駅,イセカマクラ,,
伊勢川口駅,イセカワグチ,,
伊勢川島駅,イセカワシマ,,
井関駅,イセギ,,
伊勢崎駅,イセサキ,,
伊勢佐木長者町駅,イセザキチョウジャマチ,,
伊勢市駅,イセシ,,
伊勢田駅,イセダ,,
伊勢竹原駅,イセタケハラ,,
伊勢中川駅,イセナカガワ,,
伊勢中原駅,イセナカハラ,,
伊勢八太駅,イセハタ,,
伊勢治田駅,イセハッタ,,
伊勢原駅,イセハラ,,
伊勢松本駅,イセマツモト,,
伊勢八知駅,イセヤチ,,
伊勢若松駅,イセワカマツ,,
五十市駅,イソイチ,,
石生駅,イソウ,,
磯子駅,イソゴ,,
磯崎駅,イソザキ,,
五十猛駅,イソタケ,,
磯ノ浦駅,イソノウラ,,
磯原駅,イソハラ,,
磯分内駅,イソブンナイ,,
磯部駅,イソベ,北陸鉄道浅野川線 石川県,
磯部駅,イソベ,東日本旅客鉄道信越本線 群馬県,
磯山駅,イソヤマ,,
板荷駅,イタガ,,
井高野駅,イタカノ,,
井田川駅,イダガワ,,
伊太祈曽駅,イダキソ,,
板倉東洋大前駅,イタクラトウヨウダイマエ,,
潮来駅,イタコ,,
板野駅,イタノ,,
板橋駅,イタバシ,,
板橋区役所前駅,イタバシクヤクショマエ,,
板橋本町駅,イタバシホンチョウ,,
飯給駅,イタブ,,
伊丹駅,イタミ,西日本旅客鉄道福知山線 JR西日本,
伊丹駅,イタミ,阪急伊丹線 阪急,
猪田道駅,イダミチ,,
板持駅,イタモチ,,
板谷駅,イタヤ,,
板宿駅,イタヤド,,
板柳駅,イタヤナギ,,
市尾駅,イチオ,,
市岡駅,イチオカ,,
市が尾駅,イチガオ,,
市ケ谷駅,イチガヤ,,
市川駅,イチカワ,,
市川大野駅,イチカワオオノ,,
市川塩浜駅,イチカワシオハマ,,
市川大門駅,イチカワダイモン,,
市川本町駅,イチカワホンマチ,,
市川真間駅,イチカワママ,,
市来駅,イチキ,,
一志駅,イチシ,,
市島駅,イチジマ,,
一乗寺駅,イチジョウジ,,
一乗谷駅,イチジョウダニ,,
一条橋停留場,イチジョウバシ,,
市城駅,イチシロ,,
市田駅,イチダ,,
市棚駅,イチタナ,,
市坪駅,イチツボ,,
市波駅,イチナミ,,
市布駅,イチヌノ,,
一之江駅,イチノエ,,
市ノ川駅,イチノカワ,,
市ノ瀬駅,イチノセ,,
一ノ関駅,イチノセキ,,
一ノ堰六地蔵尊駅,イチノセキロクジゾウソン,臨時,
一の鳥居駅,イチノトリイ,,
一戸駅,イチノヘ,,
市辺駅,イチノベ,,
一宮駅,イチノミヤ,,
櫟本駅,イチノモト,,
一の渡駅,イチノワタリ,,
一ノ割駅,イチノワリ,,
市場駅,イチバ,西日本旅客鉄道加古川線 JR西日本,
市場駅,イチバ,神戸電鉄粟生線 神戸電鉄,
市場駅,イチバ,平成筑豊鉄道伊田線 福岡県,
